tube_assembly_id,comp_weight
TA-01452,0.277
TA-01453,0.118
TA-01454,0.076
TA-01455,0
TA-01456,0.024
TA-01457,0.112
TA-01458,0.112
TA-01459,0
TA-01460,0.014
TA-01461,0.028
TA-01462,0.009
TA-01463,0.009
TA-01464,0.042
TA-01465,0.042
TA-01466,0
TA-01467,0.018
TA-01468,0.048
TA-01469,0.05
TA-01470,0.042
TA-01471,0.042
TA-01472,3.896
TA-01473,0.028
TA-01474,0.028
TA-01475,0.028
TA-01476,0.028
TA-01477,0
TA-01478,0.098
TA-01479,0.21
TA-01480,0.098
TA-01481,0.042
TA-01482,0.048
TA-01483,0.048
TA-01484,0.018
TA-01485,0.018
TA-01486,0.018
TA-01487,0.018
TA-01488,0.018
TA-01489,0.124
TA-01490,0.042
TA-01491,0
TA-01492,0
TA-01493,0
TA-01494,0.028
TA-01495,0.028
TA-01496,0.028
TA-01497,0.028
TA-01498,0.221
TA-01499,0.21
TA-01500,0.21
TA-01501,0.122
TA-01502,0.122
TA-01503,0.042
TA-01504,0.042
TA-01505,0.042
TA-01506,0.042
TA-01507,0.042
TA-01508,0.042
TA-01509,0.042
TA-01510,0.097
TA-01511,0.042
TA-01512,
TA-01513,0.018
TA-01514,0.018
TA-01515,0.012
TA-01516,0.018
TA-01517,0.042
TA-01518,0.042
TA-01519,0.042
TA-01520,0.952
TA-01521,0.952
TA-01522,0.952
TA-01523,0.952
TA-01524,0.042
TA-01525,0.042
TA-01526,0.096
TA-01527,0.096
TA-01528,0.042
TA-01529,0.042
TA-01530,0.122
TA-01531,0.166
TA-01532,0.028
TA-01533,0.028
TA-01534,0.388
TA-01535,0.388
TA-01536,0
TA-01537,0.048
TA-01538,0.122
TA-01539,0.122
TA-01540,0.122
TA-01541,0.096
TA-01542,0.122
TA-01543,0.122
TA-01544,0.096
TA-01545,0
TA-01546,0
TA-01547,0.055
TA-01548,0.055
TA-01549,0.09
TA-01550,0.076
TA-01551,0.033
TA-01552,0.018
TA-01553,0.098
TA-01554,1.139
TA-01555,1.203
TA-01556,1.08
TA-01557,1.08
TA-01558,0.061
TA-01559,0.275
TA-01560,0.042
TA-01561,0.042
TA-01562,0.042
TA-01563,0.042
TA-01564,0.455
TA-01565,0.455
TA-01566,0.088
TA-01567,0.088
TA-01568,0.028
TA-01569,0.076
TA-01570,0.028
TA-01571,0.388
TA-01572,0.388
TA-01573,0.061
TA-01574,0.061
TA-01575,0.21
TA-01576,0.21
TA-01577,0.21
TA-01578,0.21
TA-01579,0.21
TA-01580,0.21
TA-01581,0.055
TA-01582,0.028
TA-01583,0.028
TA-01584,1.159
TA-01585,0.028
TA-01586,0.798
TA-01587,0.042
TA-01588,0.84
TA-01589,0.021
TA-01590,0.965
TA-01591,0.009
TA-01592,0.009
TA-01593,0
TA-01594,0
TA-01595,0.028
TA-01596,0.369
TA-01597,0.042
TA-01598,0.042
TA-01599,0.055
TA-01600,0.055
TA-01601,0.497
TA-01602,0.079
TA-01603,2.725
TA-01604,2.865
TA-01605,0
TA-01606,1.058
TA-01607,0.174
TA-01608,0.174
TA-01609,0.028
TA-01610,0.067
TA-01611,0.122
TA-01612,0.122
TA-01613,0.098
TA-01614,0.125
TA-01615,0.114
TA-01616,0.189
TA-01617,0.191
TA-01618,0.114
TA-01619,19.261
TA-01620,2.445
TA-01621,0
TA-01622,0.207
TA-01623,0.277
TA-01624,0.1
TA-01625,0.1
TA-01626,4.549
TA-01627,1.2
TA-01628,
TA-01629,0.28
TA-01630,0.076
TA-01631,0.028
TA-01632,0
TA-01633,0
TA-01634,0.076
TA-01635,0.042
TA-01636,0.09
TA-01637,0.132
TA-01638,0.132
TA-01639,0.028
TA-01640,0.028
TA-01641,0.028
TA-01642,0.028
TA-01643,0.061
TA-01644,0.061
TA-01645,0.042
TA-01646,0.096
TA-01647,0.042
TA-01648,0.122
TA-01649,0.122
TA-01650,0.235
TA-01651,0.235
TA-01652,0.124
TA-01653,0.124
TA-01654,0.122
TA-01655,0.122
TA-01656,0.235
TA-01657,0
TA-01658,0
TA-01659,0.042
TA-01660,0.131
TA-01661,0.1
TA-01662,0.114
TA-01663,0
TA-01664,0
TA-01665,0.02
TA-01666,0.009
TA-01667,0.096
TA-01668,0.122
TA-01669,0.533
TA-01670,0
TA-01671,0.124
TA-01672,0.176
TA-01673,0.067
TA-01674,0.098
TA-01675,0.098
TA-01676,0.44
TA-01677,0.112
TA-01678,0.018
TA-01679,0.018
TA-01680,0.018
TA-01681,0.018
TA-01682,0.018
TA-01683,0.014
TA-01684,0.376
TA-01685,0.376
TA-01686,0
TA-01687,0.079
TA-01688,0.009
TA-01689,0.009
TA-01690,0
TA-01691,0
TA-01692,0
TA-01693,0.118
TA-01694,0.042
TA-01695,0.042
TA-01696,0.042
TA-01697,0
TA-01698,0
TA-01699,0.042
TA-01700,0.096
TA-01701,0.042
TA-01702,0
TA-01703,0.09
TA-01704,0.042
TA-01705,0.042
TA-01706,0.042
TA-01707,0.042
TA-01708,0.387
TA-01709,0.058
TA-01710,0.076
TA-01711,0.124
TA-01712,0.009
TA-01713,0
TA-01714,0.2
TA-01715,0.324
TA-01716,0.324
TA-01717,0.18
TA-01718,0.657
TA-01719,0.657
TA-01720,0.018
TA-01721,0.018
TA-01722,0.018
TA-01723,0.324
TA-01724,0.324
TA-01725,0.042
TA-01726,0.252
TA-01727,0.09
TA-01728,0.21
TA-01729,0.096
TA-01730,0.096
TA-01731,0.096
TA-01732,0.096
TA-01733,0.096
TA-01734,0.096
TA-01735,0.096
TA-01736,0.096
TA-01737,0.122
TA-01738,0.122
TA-01739,0.05
TA-01740,0.042
TA-01741,0.382
TA-01742,0.124
TA-01743,0.042
TA-01744,0.122
TA-01745,0.136
TA-01746,0.122
TA-01747,0.122
TA-01748,0
TA-01749,0
TA-01750,0
TA-01751,0.042
TA-01752,1.173
TA-01753,1.173
TA-01754,0.724
TA-01755,0.724
TA-01756,0.096
TA-01757,0.045
TA-01758,0.042
TA-01759,0.085
TA-01760,0.085
TA-01761,0.11
TA-01762,0.124
TA-01763,0.244
TA-01764,0
TA-01765,0.028
TA-01766,0.096
TA-01767,0.096
TA-01768,0.096
TA-01769,0.096
TA-01770,0.096
TA-01771,0.096
TA-01772,0.042
TA-01773,0.042
TA-01774,0.042
TA-01775,0.042
TA-01776,0.413
TA-01777,0.145
TA-01778,1.172
TA-01779,0.018
TA-01780,0.018
TA-01781,0.042
TA-01782,0
TA-01783,0.387
TA-01784,0.129
TA-01785,0.076
TA-01786,0.08
TA-01787,0.042
TA-01788,0.042
TA-01789,0.1
TA-01790,0.09
TA-01791,0.4
TA-01792,0.4
TA-01793,0.4
TA-01794,0.4
TA-01795,0.4
TA-01796,0.4
TA-01797,0.09
TA-01798,0.131
TA-01799,1.725
TA-01800,0
TA-01801,0.11
TA-01802,0.11
TA-01803,0.11
TA-01804,1.566
TA-01805,0.021
TA-01806,0.021
TA-01807,0.076
TA-01808,0.042
TA-01809,0.042
TA-01810,0.042
TA-01811,0.042
TA-01812,0.076
TA-01813,0.4
TA-01814,0.021
TA-01815,0.122
TA-01816,0.122
TA-01817,0.122
TA-01818,0.028
TA-01819,0.028
TA-01820,0.028
TA-01821,0.028
TA-01822,0.028
TA-01823,0.028
TA-01824,0.028
TA-01825,0.207
TA-01826,0.795
TA-01827,0.042
TA-01828,0.324
TA-01829,0.042
TA-01830,0
TA-01831,0.042
TA-01832,0.042
TA-01833,0.06
TA-01834,0.387
TA-01835,0.042
TA-01836,0.061
TA-01837,0.061
TA-01838,0.08
TA-01839,0.028
TA-01840,0.028
TA-01841,0.028
TA-01842,0.028
TA-01843,0.166
TA-01844,0.154
TA-01845,0.154
TA-01846,0.166
TA-01847,0.174
TA-01848,0.174
TA-01849,0.166
TA-01850,0.098
TA-01851,0.098
TA-01852,1.213
TA-01853,1.5
TA-01854,0.11
TA-01855,0.11
TA-01856,4.038
TA-01857,0.361
TA-01858,0.45
TA-01859,0.018
TA-01860,0.018
TA-01861,0.079
TA-01862,0.014
TA-01863,0.028
TA-01864,0
TA-01865,0.096
TA-01866,0.014
TA-01867,0.122
TA-01868,0.878
TA-01869,0.112
TA-01870,0.68
TA-01871,0.68
TA-01872,0.2
TA-01873,0.018
TA-01874,0.018
TA-01875,0.018
TA-01876,0.018
TA-01877,0.018
TA-01878,0.018
TA-01879,0.018
TA-01880,0.018
TA-01881,0.018
TA-01882,0.018
TA-01883,0.018
TA-01884,0.018
TA-01885,0.018
TA-01886,0.018
TA-01887,0.018
TA-01888,0.018
TA-01889,0.028
TA-01890,0.028
TA-01891,1.26
TA-01892,0.07
TA-01893,0.028
TA-01894,0.028
TA-01895,0.028
TA-01896,0.028
TA-01897,0.274
TA-01898,2.214
TA-01899,0.046
TA-01900,0.453
TA-01901,0.235
TA-01902,0.018
TA-01903,0.028
TA-01904,0.042
TA-01905,0.042
TA-01906,0.1
TA-01907,0.018
TA-01908,0.018
TA-01909,0.018
TA-01910,0.061
TA-01911,0.042
TA-01912,0
TA-01913,0.791
TA-01914,0.08
TA-01915,0.028
TA-01916,0.028
TA-01917,0.028
TA-01918,0.028
TA-01919,0.028
TA-01920,0.122
TA-01921,1.885
TA-01922,0.028
TA-01923,0.028
TA-01924,0.091
TA-01925,0.371
TA-01926,0.371
TA-01927,0.018
TA-01928,0.122
TA-01929,0.679
TA-01930,0.048
TA-01931,0.048
TA-01932,0.076
TA-01933,0.076
TA-01934,0.048
TA-01935,2.82
TA-01936,3
TA-01937,0.122
TA-01938,0.324
TA-01939,0.324
TA-01940,1.7
TA-01941,1.7
TA-01942,0.631
TA-01943,0.158
TA-01944,3.844
TA-01945,0.062
TA-01946,0.062
TA-01947,0.559
TA-01948,0.078
TA-01949,3.844
TA-01950,0.229
TA-01951,0.124
TA-01952,0.143
TA-01953,0.45
TA-01954,0.722
TA-01955,0.722
TA-01956,0.166
TA-01957,0.166
TA-01958,0.166
TA-01959,0.121
TA-01960,0.112
TA-01961,0.096
TA-01962,0.096
TA-01963,0.096
TA-01964,0.096
TA-01965,0.018
TA-01966,0.042
TA-01967,0.042
TA-01968,0
TA-01969,0
TA-01970,0
TA-01971,0.21
TA-01972,0.04
TA-01973,0.374
TA-01974,0.098
TA-01975,0.098
TA-01976,0.09
TA-01977,0.042
TA-01978,0.042
TA-01979,0.042
TA-01980,0
TA-01981,0.076
TA-01982,0.076
TA-01983,0.72
TA-01984,0.72
TA-01985,0.122
TA-01986,0.096
TA-01987,0.018
TA-01988,0
TA-01989,0
TA-01990,0.028
TA-01991,0.042
TA-01992,0.784
TA-01993,0.166
TA-01994,0.4
TA-01995,0.72
TA-01996,0.512
TA-01997,0.657
TA-01998,0.098
TA-01999,0.098
TA-02000,1.098
TA-02001,0
TA-02002,2.307
TA-02003,0.033
TA-02004,0.819
TA-02005,0.124
TA-02006,0.124
TA-02007,0.018
TA-02008,0.018
TA-02009,0.018
TA-02010,0.018
TA-02011,0.018
TA-02012,0.018
TA-02013,0.165
TA-02014,0.018
TA-02015,0.018
TA-02016,0.018
TA-02017,0.018
TA-02018,0.018
TA-02019,0.018
TA-02020,0.42
TA-02021,0
TA-02022,0.042
TA-02023,0.042
TA-02024,0.042
TA-02025,0.041
TA-02026,0.513
TA-02027,0.305
TA-02028,0.305
TA-02029,0.305
TA-02030,0.305
TA-02031,0.126
TA-02032,0.295
TA-02033,0.212
TA-02034,0.184
TA-02035,0.472
TA-02036,0.472
TA-02037,0.305
TA-02038,0.166
TA-02039,0.166
TA-02040,0.21
TA-02041,0.21
TA-02042,0.305
TA-02043,0.364
TA-02044,0.364
TA-02045,0.057
TA-02046,0.057
TA-02047,0.098
TA-02048,0.158
TA-02049,0.098
TA-02050,0.098
TA-02051,0
TA-02052,0.042
TA-02053,0.042
TA-02054,0.042
TA-02055,0.042
TA-02056,0.042
TA-02057,0.042
TA-02058,0.042
TA-02059,0
TA-02060,0.122
TA-02061,0.485
TA-02062,0.014
TA-02063,0.042
TA-02064,0.042
TA-02065,0.042
TA-02066,0.324
TA-02067,0.124
TA-02068,0.124
TA-02069,0.122
TA-02070,0.122
TA-02071,
TA-02072,0.042
TA-02073,0.042
TA-02074,0.042
TA-02075,0.207
TA-02076,1.462
TA-02077,0.076
TA-02078,0.076
TA-02079,0.324
TA-02080,
TA-02081,0.09
TA-02082,0.014
TA-02083,0.084
TA-02084,0.042
TA-02085,1.12
TA-02086,0.014
TA-02087,0.014
TA-02088,0.014
TA-02089,0.028
TA-02090,0.042
TA-02091,0.042
TA-02092,0.096
TA-02093,0.096
TA-02094,0.042
TA-02095,0.042
TA-02096,0.122
TA-02097,0.229
TA-02098,0.262
TA-02099,0.262
TA-02100,0.062
TA-02101,0.7
TA-02102,0.018
TA-02103,6.341
TA-02104,0.09
TA-02105,0.52
TA-02106,
TA-02107,2.183
TA-02108,0.192
TA-02109,0.192
TA-02110,0.076
TA-02111,0.192
TA-02112,0.192
TA-02113,0.076
TA-02114,0.11
TA-02115,0.21
TA-02116,0.21
TA-02117,0.271
TA-02118,0.069
TA-02119,0.028
TA-02120,0.048
TA-02121,0.028
TA-02122,2.56
TA-02123,0.042
TA-02124,0.112
TA-02125,0.112
TA-02126,0.112
TA-02127,0.028
TA-02128,0.04
TA-02129,0.04
TA-02130,0
TA-02131,0
TA-02132,0.26
TA-02133,0.26
TA-02134,0.26
TA-02135,0.26
TA-02136,0.26
TA-02137,0.26
TA-02138,0.26
TA-02139,0
TA-02140,0.26
TA-02141,0.26
TA-02142,0
TA-02143,0
TA-02144,0
TA-02145,0
TA-02146,0
TA-02147,0
TA-02148,0.396
TA-02149,0
TA-02150,0.042
TA-02151,0.028
TA-02152,0.042
TA-02153,0.387
TA-02154,0.21
TA-02155,0.262
TA-02156,0
TA-02157,0.01
TA-02158,0.112
TA-02159,0.112
TA-02160,0.112
TA-02161,0.112
TA-02162,0.096
TA-02163,0.096
TA-02164,0
TA-02165,0.042
TA-02166,0.076
TA-02167,0.076
TA-02168,0.076
TA-02169,0.124
TA-02170,0.096
TA-02171,0.067
TA-02172,0.096
TA-02173,0.042
TA-02174,0.042
TA-02175,0.028
TA-02176,0.028
TA-02177,0.028
TA-02178,0.028
TA-02179,0.028
TA-02180,0.028
TA-02181,0.028
TA-02182,0.124
TA-02183,0.112
TA-02184,0.143
TA-02185,0.118
TA-02186,0.018
TA-02187,0
TA-02188,0.052
TA-02189,0.052
TA-02190,0.052
TA-02191,0.732
TA-02192,0
TA-02193,0.098
TA-02194,0.098
TA-02195,0.098
TA-02196,0.098
TA-02197,0.674
TA-02198,0.674
TA-02199,0.005
TA-02200,0.096
TA-02201,0.096
TA-02202,0.014
TA-02203,0.244
TA-02204,0.042
TA-02205,0.048
TA-02206,0.076
TA-02207,0.076
TA-02208,0.048
TA-02209,0.042
TA-02210,0.08
TA-02211,0.06
TA-02212,0.099
TA-02213,0.028
TA-02214,0.028
TA-02215,0.028
TA-02216,0.028
TA-02217,0.028
TA-02218,0.028
TA-02219,0.028
TA-02220,0.042
TA-02221,0.042
TA-02222,0.058
TA-02223,0.076
TA-02224,0.096
TA-02225,0
TA-02226,0
TA-02227,0.042
TA-02228,0.738
TA-02229,0.738
TA-02230,0.067
TA-02231,0.08
TA-02232,0.096
TA-02233,0.098
TA-02234,0.096
TA-02235,0.387
TA-02236,0.416
TA-02237,0.191
TA-02238,0
TA-02239,0.021
TA-02240,0.028
TA-02241,0.028
TA-02242,0.028
TA-02243,0.042
TA-02244,0.042
TA-02245,0.018
TA-02246,0.945
TA-02247,0.64
TA-02248,0
TA-02249,0
TA-02250,0
TA-02251,0
TA-02252,4.523
TA-02253,0
TA-02254,0
TA-02255,0.112
TA-02256,0.298
TA-02257,0.061
TA-02258,0.067
TA-02259,0.262
TA-02260,0.29
TA-02261,0.098
TA-02262,0.028
TA-02263,0.034
TA-02264,0.034
TA-02265,0.034
TA-02266,0.034
TA-02267,0.096
TA-02268,0.096
TA-02269,0.02
TA-02270,0.21
TA-02271,0.21
TA-02272,0.262
TA-02273,0.018
TA-02274,0.042
TA-02275,0.096
TA-02276,0.076
TA-02277,0.042
TA-02278,0.14
TA-02279,0.052
TA-02280,0.018
TA-02281,0.475
TA-02282,0.061
TA-02283,0.229
TA-02284,0.165
TA-02285,0.229
TA-02286,0.518
TA-02287,0.122
TA-02288,0.122
TA-02289,0.122
TA-02290,0.122
TA-02291,0.122
TA-02292,0.122
TA-02293,0.096
TA-02294,0.096
TA-02295,0.096
TA-02296,0.096
TA-02297,0.096
TA-02298,0.096
TA-02299,0.122
TA-02300,0.122
TA-02301,0.122
TA-02302,0.122
TA-02303,0.657
TA-02304,0.042
TA-02305,0.042
TA-02306,0.192
TA-02307,0.192
TA-02308,0.042
TA-02309,0.018
TA-02310,0.018
TA-02311,0.018
TA-02312,0.21
TA-02313,0.21
TA-02314,0.042
TA-02315,0.04
TA-02316,0.062
TA-02317,0.302
TA-02318,0
TA-02319,0.096
TA-02320,0.096
TA-02321,0.096
TA-02322,0.042
TA-02323,0.096
TA-02324,0.358
TA-02325,0.358
TA-02326,0.358
TA-02327,0.358
TA-02328,0.122
TA-02329,0.055
TA-02330,0.042
TA-02331,0.19
TA-02332,0.198
TA-02333,0
TA-02334,0.018
TA-02335,0.018
TA-02336,0.175
TA-02337,0.041
TA-02338,0.088
TA-02339,0.124
TA-02340,0.028
TA-02341,0.096
TA-02342,0.096
TA-02343,0.387
TA-02344,0.088
TA-02345,0.088
TA-02346,0.088
TA-02347,0.088
TA-02348,0.096
TA-02349,0.527
TA-02350,0.382
TA-02351,0.55
TA-02352,0.346
TA-02353,0.1
TA-02354,0.253
TA-02355,0.042
TA-02356,0.042
TA-02357,0.018
TA-02358,0.018
TA-02359,0.018
TA-02360,0.018
TA-02361,0.018
TA-02362,0.018
TA-02363,0.018
TA-02364,0.124
TA-02365,0.124
TA-02366,1.914
TA-02367,0
TA-02368,0.175
TA-02369,0.175
TA-02370,0.088
TA-02371,0.08
TA-02372,0.088
TA-02373,0.08
TA-02374,0.088
TA-02375,0.08
TA-02376,0.088
TA-02377,0.08
TA-02378,0.088
TA-02379,0.08
TA-02380,0.088
TA-02381,0.088
TA-02382,0.088
TA-02383,0.088
TA-02384,0.21
TA-02385,0.021
TA-02386,0.021
TA-02387,0.122
TA-02388,0.047
TA-02389,0.041
TA-02390,0.262
TA-02391,0.262
TA-02392,4.971
TA-02393,4.675
TA-02394,4.543
TA-02395,0.192
TA-02396,0.192
TA-02397,0.018
TA-02398,0.018
TA-02399,0.124
TA-02400,0.36
TA-02401,0.36
TA-02402,0.434
TA-02403,0.112
TA-02404,0.449
TA-02405,0.098
TA-02406,0.098
TA-02407,0
TA-02408,0.229
TA-02409,0.165
TA-02410,0.229
TA-02411,0.018
TA-02412,0.11
TA-02413,0.262
TA-02414,0.262
TA-02415,1.2
TA-02416,0.262
TA-02417,0.042
TA-02418,0.042
TA-02419,0.096
TA-02420,0.096
TA-02421,0
TA-02422,0.695
TA-02423,0.371
TA-02424,0.371
TA-02425,0.19
TA-02426,0.118
TA-02427,0.098
TA-02428,0.098
TA-02429,0.061
TA-02430,0.098
TA-02431,0.098
TA-02432,0.173
TA-02433,0.048
TA-02434,0.041
TA-02435,0.212
TA-02436,0.212
TA-02437,0.212
TA-02438,0.212
TA-02439,0.346
TA-02440,0.3
TA-02441,0.346
TA-02442,0.3
TA-02443,0.018
TA-02444,0.018
TA-02445,0.987
TA-02446,0.042
TA-02447,0.042
TA-02448,0.4
TA-02449,0.165
TA-02450,0.1
TA-02451,0.165
TA-02452,0.112
TA-02453,0.112
TA-02454,0.042
TA-02455,0.069
TA-02456,0.069
TA-02457,0.042
TA-02458,0.388
TA-02459,0.136
TA-02460,0.048
TA-02461,0.136
TA-02462,0
TA-02463,0.136
TA-02464,0.365
TA-02465,0.365
TA-02466,0.061
TA-02467,0.096
TA-02468,0.096
TA-02469,0.096
TA-02470,0.614
TA-02471,0
TA-02472,0
TA-02473,0.124
TA-02474,0.124
TA-02475,0.187
TA-02476,0.187
TA-02477,1.835
TA-02478,5.3
TA-02479,3.67
TA-02480,3.67
TA-02481,5.112
TA-02482,0.125
TA-02483,0.21
TA-02484,0.387
TA-02485,0.21
TA-02486,0.387
TA-02487,0
TA-02488,0.01
TA-02489,0.01
TA-02490,0
TA-02491,0.081
TA-02492,0.124
TA-02493,0.124
TA-02494,0.124
TA-02495,0.165
TA-02496,0.042
TA-02497,0.09
TA-02498,0.042
TA-02499,0.042
TA-02500,0.14
TA-02501,0.596
TA-02502,0.596
TA-02503,0.596
TA-02504,0.122
TA-02505,0.122
TA-02506,0.122
TA-02507,0.122
TA-02508,0.324
TA-02509,0.324
TA-02510,0.512
TA-02511,0.512
TA-02512,0.028
TA-02513,0.244
TA-02514,2.725
TA-02515,2.725
TA-02516,0.113
TA-02517,0.096
TA-02518,0.096
TA-02519,0.096
TA-02520,0.096
TA-02521,0.274
TA-02522,0.332
TA-02523,0.098
TA-02524,0.04
TA-02525,1.765
TA-02526,1.765
TA-02527,0
TA-02528,0
TA-02529,0.11
TA-02530,0.11
TA-02531,0.145
TA-02532,0.091
TA-02533,0.046
TA-02534,0.046
TA-02535,0.046
TA-02536,0.042
TA-02537,0.897
TA-02538,0.897
TA-02539,0.897
TA-02540,0.897
TA-02541,0.028
TA-02542,0.028
TA-02543,0.028
TA-02544,0.028
TA-02545,0.11
TA-02546,0.11
TA-02547,0.048
TA-02548,0.11
TA-02549,0.11
TA-02550,0
TA-02551,0
TA-02552,0.028
TA-02553,0
TA-02554,0
TA-02555,0
TA-02556,8.4
TA-02557,0.124
TA-02558,0.067
TA-02559,0.028
TA-02560,0.387
TA-02561,0.114
TA-02562,0.028
TA-02563,0
TA-02564,0.11
TA-02565,0.11
TA-02566,0.11
TA-02567,0.11
TA-02568,0.11
TA-02569,0.11
TA-02570,0
TA-02571,0.028
TA-02572,0.207
TA-02573,0.067
TA-02574,0.096
TA-02575,0.096
TA-02576,1.566
TA-02577,0.096
TA-02578,0.861
TA-02579,0.098
TA-02580,0.042
TA-02581,0.042
TA-02582,0.042
TA-02583,0.1
TA-02584,0.21
TA-02585,0.124
TA-02586,0.028
TA-02587,0.028
TA-02588,0.028
TA-02589,0.387
TA-02590,0.298
TA-02591,0.21
TA-02592,0.21
TA-02593,0.305
TA-02594,0.305
TA-02595,0.305
TA-02596,0.21
TA-02597,0.159
TA-02598,0.295
TA-02599,0.113
TA-02600,0.113
TA-02601,0.387
TA-02602,0.387
TA-02603,0.323
TA-02604,0.323
TA-02605,0.323
TA-02606,0.323
TA-02607,0.042
TA-02608,0.098
TA-02609,0.028
TA-02610,0.096
TA-02611,0.042
TA-02612,0.945
TA-02613,0.028
TA-02614,0.096
TA-02615,0.096
TA-02616,0.096
TA-02617,4.931
TA-02618,0.022
TA-02619,0.192
TA-02620,0.11
TA-02621,0.11
TA-02622,0.076
TA-02623,0
TA-02624,0.124
TA-02625,0.124
TA-02626,0.069
TA-02627,0
TA-02628,0.21
TA-02629,0.048
TA-02630,0.098
TA-02631,0.158
TA-02632,0.324
TA-02633,0.042
TA-02634,0.042
TA-02635,0.162
TA-02636,0.207
TA-02637,0.091
TA-02638,0.091
TA-02639,0.207
TA-02640,0.594
TA-02641,0.594
TA-02642,0
TA-02643,0.324
TA-02644,0.324
TA-02645,0.062
TA-02646,0.112
TA-02647,0.166
TA-02648,0.112
TA-02649,0.028
TA-02650,1.035
TA-02651,0.028
TA-02652,0.028
TA-02653,0.028
TA-02654,4.812
TA-02655,0.348
TA-02656,0.324
TA-02657,0.34
TA-02658,0.55
TA-02659,0.042
TA-02660,0.096
TA-02661,0.028
TA-02662,0.028
TA-02663,0.028
TA-02664,0.028
TA-02665,0.711
TA-02666,0.028
TA-02667,0.028
TA-02668,0.028
TA-02669,0.028
TA-02670,0.028
TA-02671,0.028
TA-02672,0.274
TA-02673,3.621
TA-02674,4.99
TA-02675,0.124
TA-02676,0.042
TA-02677,3.355
TA-02678,0
TA-02679,0.433
TA-02680,2.405
TA-02681,0.018
TA-02682,0.018
TA-02683,0.018
TA-02684,0.054
TA-02685,0.018
TA-02686,0.018
TA-02687,0.018
TA-02688,0.018
TA-02689,0.08
TA-02690,0.08
TA-02691,0.08
TA-02692,0.08
TA-02693,0.124
TA-02694,0.124
TA-02695,0.218
TA-02696,0.08
TA-02697,0.08
TA-02698,0.08
TA-02699,0.08
TA-02700,0.122
TA-02701,0.126
TA-02702,0.509
TA-02703,0.654
TA-02704,0.125
TA-02705,0.028
TA-02706,0.028
TA-02707,0.042
TA-02708,0.096
TA-02709,0
TA-02710,2.679
TA-02711,2.679
TA-02712,0.21
TA-02713,0.21
TA-02714,0.042
TA-02715,0.042
TA-02716,0.599
TA-02717,
TA-02718,0.131
TA-02719,0.126
TA-02720,0.018
TA-02721,0.018
TA-02722,0.096
TA-02723,0.062
TA-02724,0.112
TA-02725,0.208
TA-02726,0.208
TA-02727,0.208
TA-02728,0.062
TA-02729,0.166
TA-02730,0.166
TA-02731,0.166
TA-02732,0.112
TA-02733,0.042
TA-02734,0
TA-02735,0.028
TA-02736,0.028
TA-02737,0
TA-02738,0.192
TA-02739,0.192
TA-02740,0.028
TA-02741,0.028
TA-02742,0.028
TA-02743,0.048
TA-02744,0.048
TA-02745,0.042
TA-02746,0.042
TA-02747,0.122
TA-02748,0.018
TA-02749,0.018
TA-02750,1.12
TA-02751,0
TA-02752,
TA-02753,0.677
TA-02754,0.516
TA-02755,0.262
TA-02756,0.262
TA-02757,0.096
TA-02758,0.21
TA-02759,0.21
TA-02760,0.21
TA-02761,0.018
TA-02762,0.018
TA-02763,0.018
TA-02764,0.018
TA-02765,0.098
TA-02766,0.098
TA-02767,0.098
TA-02768,0.358
TA-02769,0.358
TA-02770,0.358
TA-02771,0
TA-02772,0.042
TA-02773,0.262
TA-02774,0.262
TA-02775,1.36
TA-02776,1.36
TA-02777,0
TA-02778,0.098
TA-02779,0.098
TA-02780,0.124
TA-02781,0.124
TA-02782,0.513
TA-02783,0.124
TA-02784,0.364
TA-02785,0.126
TA-02786,1.12
TA-02787,0.098
TA-02788,0.324
TA-02789,2.4
TA-02790,0.387
TA-02791,2.021
TA-02792,0.112
TA-02793,0.112
TA-02794,0.125
TA-02795,0.124
TA-02796,0.124
TA-02797,0
TA-02798,0
TA-02799,0.114
TA-02800,0.09
TA-02801,0.09
TA-02802,0.09
TA-02803,0.018
TA-02804,0.042
TA-02805,0.042
TA-02806,0.018
TA-02807,0.018
TA-02808,0.018
TA-02809,0.062
TA-02810,0.159
TA-02811,0.018
TA-02812,0.088
TA-02813,0.018
TA-02814,0.042
TA-02815,0.057
TA-02816,0.096
TA-02817,0.229
TA-02818,0.795
TA-02819,0.028
TA-02820,0.028
TA-02821,0.897
TA-02822,0
TA-02823,0.028
TA-02824,0.028
TA-02825,0.048
TA-02826,0.018
TA-02827,0.018
TA-02828,0.314
TA-02829,0.072
TA-02830,0.018
TA-02831,0.018
TA-02832,0.018
TA-02833,0.02
TA-02834,0.11
TA-02835,0.11
TA-02836,0
TA-02837,0.096
TA-02838,0.096
TA-02839,0.096
TA-02840,0.096
TA-02841,0.096
TA-02842,0.096
TA-02843,0.096
TA-02844,0.096
TA-02845,0.096
TA-02846,0.096
TA-02847,0.096
TA-02848,0.096
TA-02849,0.09
TA-02850,0
TA-02851,0.021
TA-02852,0.021
TA-02853,0.048
TA-02854,0.4
TA-02855,0.028
TA-02856,3.941
TA-02857,0.018
TA-02858,0.018
TA-02859,0.098
TA-02860,0.096
TA-02861,0.096
TA-02862,0.124
TA-02863,0.122
TA-02864,0.145
TA-02865,0.018
TA-02866,0.096
TA-02867,0.298
TA-02868,0.084
TA-02869,0.103
TA-02870,0.061
TA-02871,0.115
TA-02872,0.115
TA-02873,0
