,tube_assembly_id,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other
246,TA-00247,SP-0029,9.52,0.71,81.0,6,19.05,N,N,N,N,EF-008,EF-019,0,0,0
247,TA-00248,SP-0029,9.52,1.24,13.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
248,TA-00249,SP-0029,25.4,1.65,130.0,2,63.5,N,N,N,N,EF-003,EF-003,2,0,0
249,TA-00250,SP-0028,34.92,1.65,15.0,1,63.56,N,Y,Y,Y,EF-010,EF-003,0,0,0
250,TA-00251,SP-0035,25.4,1.65,144.0,3,63.5,N,N,N,N,EF-018,EF-018,0,0,0
251,TA-00252,SP-0029,31.75,3.05,115.0,4,63.5,N,N,N,N,EF-003,EF-003,0,0,0
252,TA-00253,SP-0029,31.75,3.05,115.0,4,63.5,N,N,N,N,EF-003,EF-003,0,0,0
253,TA-00254,SP-0035,15.88,1.65,90.0,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0
254,TA-00255,SP-0029,88.9,1.65,175.0,3,152.4,N,N,N,N,EF-009,EF-009,0,0,0
255,TA-00256,SP-0039,6.35,0.71,89.0,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
256,TA-00257,SP-0029,25.4,1.65,183.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
257,TA-00258,SP-0029,25.4,1.65,144.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
258,TA-00259,SP-0039,6.35,0.71,168.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
259,TA-00260,SP-0039,6.35,0.71,61.0,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
260,TA-00261,SP-0039,6.35,0.71,168.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
261,TA-00262,SP-0039,6.35,0.71,116.0,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
262,TA-00263,SP-0039,6.35,0.71,111.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
263,TA-00264,SP-0039,6.35,0.71,108.0,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
264,TA-00265,SP-0039,6.35,0.71,105.0,5,19.05,N,N,N,N,EF-008,EF-008,0,0,0
265,TA-00266,SP-0028,63.5,1.65,88.0,3,101.6,N,N,N,Y,EF-017,EF-017,0,0,0
266,TA-00267,SP-0028,63.5,1.65,88.0,3,101.6,N,N,N,Y,EF-017,EF-017,0,0,0
267,TA-00268,SP-0028,41.28,1.65,38.0,0,0.0,N,N,N,N,EF-009,EF-009,0,0,0
268,TA-00269,SP-0028,34.92,1.65,25.0,1,63.5,N,N,N,N,EF-003,NONE,0,0,0
269,TA-00270,SP-0029,15.88,1.65,95.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
270,TA-00271,SP-0029,15.88,1.65,71.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
271,TA-00272,SP-0028,6.35,0.89,88.0,2,19.0,Y,Y,Y,Y,EF-003,EF-003,0,0,0
272,TA-00273,SP-0029,12.7,1.65,86.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
273,TA-00274,SP-0029,12.7,1.65,96.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
274,TA-00275,SP-0028,12.7,0.89,27.0,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
275,TA-00276,SP-0035,6.35,0.89,111.0,1,19.05,N,N,N,N,EF-018,EF-018,0,0,0
276,TA-00277,SP-0028,34.92,1.65,56.0,2,63.5,N,N,N,N,EF-003,NONE,0,0,1
277,TA-00278,SP-0028,9.52,0.89,59.0,2,127.0,N,N,N,N,NONE,NONE,0,0,0
278,TA-00279,SP-0029,9.52,0.89,40.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
279,TA-00280,SP-0028,63.5,1.65,102.0,3,127.0,Y,Y,N,Y,EF-017,EF-023,0,0,0
280,TA-00281,SP-0029,19.05,1.65,187.0,5,38.1,N,N,N,N,NONE,NONE,0,0,0
281,TA-00282,SP-0035,15.88,1.65,88.0,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0
282,TA-00283,SP-0035,9.52,0.89,62.0,10,19.05,N,N,N,N,EF-018,EF-018,0,0,0
283,TA-00284,SP-0035,6.35,0.89,62.0,3,19.05,N,N,N,N,EF-018,EF-018,0,0,0
284,TA-00285,SP-0029,19.05,1.65,106.0,4,38.1,N,N,N,N,NONE,NONE,0,0,0
285,TA-00286,SP-0029,22.22,1.65,200.0,6,50.8,N,N,N,N,NONE,NONE,0,0,0
286,TA-00287,SP-0029,19.05,1.65,57.0,2,38.1,N,N,N,N,NONE,NONE,0,0,0
287,TA-00288,SP-0029,19.05,1.65,76.0,4,38.1,N,N,N,N,NONE,NONE,0,0,0
288,TA-00289,SP-0029,19.05,1.65,38.0,3,38.1,N,N,N,N,NONE,NONE,0,0,0
289,TA-00290,SP-0029,19.05,1.65,50.0,2,38.1,N,N,N,N,NONE,NONE,0,0,0
290,TA-00291,SP-0029,19.05,1.65,75.0,4,38.1,N,N,N,Y,NONE,NONE,0,0,0
291,TA-00292,SP-0029,9.52,0.89,70.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
292,TA-00293,SP-0029,9.52,0.89,73.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
293,TA-00294,SP-0029,9.52,0.89,82.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
294,TA-00295,SP-0029,9.52,0.89,56.0,1,31.75,N,N,N,N,EF-003,EF-003,0,0,0
295,TA-00296,SP-0029,9.52,0.89,60.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
296,TA-00297,SP-0029,9.52,0.89,16.0,1,19.05,N,N,N,N,EF-003,EF-003,0,0,0
297,TA-00298,SP-0029,9.52,0.89,23.0,1,19.05,N,N,N,N,EF-003,EF-003,0,0,0
298,TA-00299,SP-0029,9.52,0.89,34.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
299,TA-00300,SP-0028,34.92,1.65,12.0,1,76.2,N,Y,N,Y,EF-003,EF-017,0,0,0
300,TA-00301,SP-0029,19.05,2.11,57.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
301,TA-00302,SP-0029,19.05,2.11,56.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
302,TA-00303,SP-0035,15.88,1.65,115.0,8,38.1,N,N,N,N,EF-018,EF-003,0,0,0
303,TA-00304,SP-0029,101.6,1.65,41.0,1,203.2,N,Y,N,Y,EF-017,EF-017,0,0,0
304,TA-00305,SP-0028,34.92,1.65,123.0,5,63.5,N,N,N,N,NONE,NONE,0,0,0
305,TA-00306,SP-0028,25.4,1.65,32.0,3,50.8,N,N,N,Y,EF-018,EF-009,0,0,0
306,TA-00307,SP-0028,76.2,1.65,47.0,1,114.3,N,N,Y,Y,EF-017,EF-017,0,0,0
307,TA-00308,SP-0029,19.05,1.65,65.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
308,TA-00309,SP-0028,25.4,1.65,43.0,3,50.8,N,N,N,N,EF-009,EF-009,0,0,0
309,TA-00310,SP-0029,9.52,1.24,48.0,2,32.0,Y,Y,Y,Y,NONE,EF-003,0,0,0
310,TA-00311,SP-0019,6.35,0.71,55.0,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
311,TA-00312,SP-0029,9.52,0.89,18.0,1,31.75,N,N,N,N,EF-003,EF-003,0,0,0
312,TA-00313,SP-0029,9.52,0.89,36.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
313,TA-00314,SP-0029,9.52,0.89,102.0,7,31.75,N,N,N,N,EF-003,EF-003,0,0,0
314,TA-00315,SP-0029,9.52,0.89,106.0,7,31.75,N,N,N,N,EF-003,EF-003,0,0,0
315,TA-00316,SP-0035,6.35,0.89,95.0,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
316,TA-00317,SP-0029,12.7,1.24,56.0,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
317,TA-00318,SP-0029,12.7,1.24,55.0,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0
318,TA-00319,SP-0029,9.52,0.89,40.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0
319,TA-00320,SP-0029,22.22,2.11,75.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,1
320,TA-00321,SP-0029,22.22,2.11,75.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
321,TA-00322,SP-0029,25.4,1.65,94.0,4,50.8,N,N,N,Y,NONE,NONE,0,0,0
322,TA-00323,SP-0029,9.52,1.24,114.0,4,32.0,Y,Y,Y,Y,EF-003,EF-003,0,0,0
323,TA-00324,SP-0035,6.35,0.89,127.0,9,19.05,N,N,N,N,EF-018,EF-018,0,0,0
324,TA-00325,SP-0035,6.35,0.89,129.0,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
325,TA-00326,SP-0035,6.35,0.89,149.0,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
326,TA-00327,SP-0035,15.88,1.65,144.0,8,38.1,N,N,N,N,EF-018,EF-003,0,0,0
327,TA-00328,SP-0035,25.4,1.65,208.0,7,50.8,N,N,N,N,EF-018,EF-018,0,0,0
328,TA-00329,SP-0035,12.7,1.24,91.0,4,38.1,N,N,N,N,EF-018,EF-003,0,0,0
329,TA-00330,SP-0028,9.52,0.89,90.0,3,127.0,N,N,N,N,NONE,NONE,0,0,0
330,TA-00331,SP-0028,34.92,1.65,78.0,2,63.5,N,Y,N,Y,NONE,NONE,0,0,0
331,TA-00332,SP-0028,34.92,1.65,101.0,3,63.5,N,N,N,N,NONE,NONE,0,0,0
332,TA-00333,SP-0029,25.4,3.05,136.0,3,63.5,N,N,N,N,EF-003,EF-003,0,0,0
333,TA-00334,SP-0029,12.7,1.24,28.0,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
334,TA-00335,SP-0029,12.7,1.24,79.0,5,25.4,N,N,N,N,EF-003,EF-003,0,0,0
335,TA-00336,SP-0029,12.7,1.24,34.0,1,25.4,N,N,N,N,EF-003,EF-003,0,0,0
336,TA-00337,SP-0029,9.52,1.24,105.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0
337,TA-00338,SP-0029,9.52,1.24,58.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0
338,TA-00339,SP-0029,12.7,1.24,48.0,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0
339,TA-00340,SP-0035,15.88,1.24,78.0,6,31.75,N,N,N,N,EF-018,EF-018,0,0,0
340,TA-00341,SP-0035,9.52,0.89,30.0,3,19.05,N,N,N,N,EF-018,EF-018,0,0,0
341,TA-00342,SP-0035,6.35,0.89,90.0,6,12.7,N,N,N,N,EF-018,EF-018,0,0,0
342,TA-00343,SP-0046,27.2,3.2,223.0,4,70.0,N,N,N,N,EF-021,EF-021,0,0,0
343,TA-00344,SP-0046,27.2,3.2,219.0,4,70.0,N,N,N,N,EF-021,EF-021,0,0,0
344,TA-00345,SP-0046,21.7,2.8,10.0,0,0.0,N,N,N,N,EF-021,EF-021,0,0,0
345,TA-00346,SP-0046,21.7,2.8,25.0,0,0.0,N,N,N,N,EF-021,EF-021,0,0,0
346,TA-00347,SP-0046,27.2,3.2,495.0,5,70.0,N,N,N,N,EF-021,EF-021,0,0,0
347,TA-00348,SP-0029,25.4,1.65,126.0,5,63.5,N,Y,N,N,EF-003,EF-003,0,0,0
348,TA-00349,SP-0029,25.4,2.41,101.0,4,63.5,N,N,N,N,EF-003,EF-003,0,0,0
349,TA-00350,SP-0029,31.75,1.65,114.0,4,76.2,N,N,N,N,EF-003,EF-003,1,0,0
350,TA-00351,SP-0029,19.05,1.65,256.0,4,50.8,N,N,N,N,EF-003,EF-017,0,0,0
351,TA-00352,SP-0029,9.52,1.65,52.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
352,TA-00353,SP-0029,9.52,1.65,51.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0
353,TA-00354,SP-0035,15.88,1.65,91.0,3,31.75,N,N,N,N,EF-018,EF-018,0,0,0
354,TA-00355,SP-0035,19.05,1.65,143.0,2,50.8,N,N,N,N,EF-018,EF-003,0,0,0
355,TA-00356,SP-0035,15.88,1.65,169.0,6,50.8,N,N,N,N,EF-018,EF-003,0,0,0
356,TA-00357,SP-0035,15.88,1.65,195.0,5,31.75,N,N,N,N,EF-018,EF-003,0,0,0
357,TA-00358,SP-0035,15.88,1.65,211.0,7,31.75,N,N,N,N,EF-018,EF-018,0,0,0
358,TA-00359,SP-0029,12.7,1.24,102.0,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
359,TA-00360,SP-0029,12.7,1.24,133.0,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
360,TA-00361,SP-0029,12.7,1.24,93.0,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
361,TA-00362,SP-0029,12.7,1.24,185.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
362,TA-00363,SP-0029,12.7,1.24,183.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0
363,TA-00364,SP-0029,9.52,0.89,176.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
364,TA-00365,SP-0029,9.52,0.89,175.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0
365,TA-00366,SP-0029,12.7,1.24,138.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
366,TA-00367,SP-0028,9.52,0.89,134.0,9,19.05,N,N,N,N,EF-003,EF-003,0,0,0
367,TA-00368,SP-0028,9.52,0.89,45.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
368,TA-00369,SP-0029,9.52,1.24,30.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
369,TA-00370,SP-0035,6.35,0.89,91.0,7,12.7,N,N,N,N,EF-018,EF-018,0,0,0
370,TA-00371,SP-0035,6.35,0.89,164.0,11,12.7,N,N,N,N,EF-018,EF-018,0,0,0
371,TA-00372,SP-0029,25.4,3.05,159.0,0,0.0,N,N,N,N,EF-023,EF-023,0,0,0
372,TA-00373,SP-0028,76.2,1.65,41.0,0,0.0,N,N,N,N,EF-009,EF-009,0,0,0
373,TA-00374,SP-0028,25.4,1.65,53.0,3,50.8,N,N,N,Y,EF-009,EF-003,0,0,0
374,TA-00375,SP-0035,12.7,1.24,69.0,4,38.1,N,N,N,N,EF-018,EF-003,0,0,0
375,TA-00376,SP-0028,25.4,1.65,58.0,3,50.8,N,N,N,Y,EF-009,EF-003,0,0,0
376,TA-00377,SP-0028,25.4,1.65,26.0,2,63.5,N,N,N,Y,EF-009,EF-003,0,0,0
377,TA-00378,SP-0029,25.4,3.05,35.0,2,50.8,N,N,N,N,EF-023,EF-023,0,0,1
378,TA-00379,SP-0029,12.7,1.24,148.0,9,25.4,N,N,N,N,EF-003,EF-003,0,0,0
379,TA-00380,SP-0029,12.7,1.24,148.0,9,25.4,N,N,N,N,EF-003,EF-003,0,0,0
380,TA-00381,SP-0029,25.4,2.41,43.0,1,63.5,N,N,N,N,EF-003,EF-003,0,0,0
381,TA-00382,SP-0029,31.75,1.65,43.0,1,63.5,N,N,N,N,EF-003,EF-003,0,0,0
382,TA-00383,SP-0029,15.88,1.65,30.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0
383,TA-00384,SP-0029,25.4,2.41,16.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0
384,TA-00385,SP-0029,31.75,1.65,16.0,0,0.0,N,N,N,N,EF-003,EF-002,0,0,0
385,TA-00386,SP-0028,6.35,0.89,26.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0
386,TA-00387,SP-0029,9.52,1.24,135.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0
387,TA-00388,SP-0019,4.76,0.71,51.0,6,12.7,N,N,N,N,EF-008,EF-008,0,0,0
388,TA-00389,SP-0019,4.76,0.71,80.0,7,12.7,N,N,N,N,EF-008,EF-008,0,0,0
389,TA-00390,SP-0046,66.7,7.9,310.0,2,177.8,N,N,N,N,EF-003,EF-003,0,0,0
390,TA-00391,SP-0046,66.7,7.9,393.0,2,177.8,N,N,N,N,EF-003,EF-003,0,0,0
391,TA-00392,SP-0046,66.7,7.9,174.0,2,177.8,N,N,N,N,EF-003,EF-003,0,0,0
392,TA-00393,SP-0046,66.7,7.9,188.0,2,177.8,N,N,N,N,EF-003,EF-003,0,0,0
393,TA-00394,SP-0029,25.4,1.65,125.0,4,50.8,N,N,N,N,NONE,NONE,0,0,0
394,TA-00395,SP-0029,25.4,2.41,100.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0
395,TA-00396,SP-0029,12.7,1.24,204.0,10,25.4,N,Y,N,N,EF-003,EF-003,0,0,0
396,TA-00397,SP-0029,12.7,1.24,188.0,10,25.4,N,Y,N,N,EF-003,EF-003,0,0,0
397,TA-00398,SP-0035,15.88,0.89,72.0,2,50.8,N,N,N,N,EF-018,EF-018,0,0,0
398,TA-00399,SP-0035,15.88,0.89,72.0,2,50.8,N,N,N,N,EF-018,EF-018,0,0,0
399,TA-00400,SP-0035,15.88,0.89,47.0,2,38.1,N,N,N,N,EF-018,EF-018,0,0,0
400,TA-00401,SP-0019,9.52,0.71,81.0,4,19.05,N,N,N,N,EF-008,EF-008,0,0,0
401,TA-00402,SP-0019,9.52,0.71,45.0,2,19.05,N,N,N,N,EF-008,EF-008,0,0,0
402,TA-00403,SP-0019,3.18,0.71,142.0,0,0.0,Y,Y,Y,Y,NONE,NONE,0,0,0
403,TA-00404,SP-0028,63.5,1.65,75.0,2,101.6,N,N,N,Y,EF-009,EF-009,0,0,0
404,TA-00405,SP-0039,7.94,0.71,149.0,3,25.4,N,N,N,N,EF-008,EF-008,0,0,0
405,TA-00406,SP-0029,50.8,2.11,106.0,2,101.6,N,N,N,N,NONE,NONE,0,0,0
406,TA-00407,SP-0029,25.4,3.05,120.0,0,0.0,N,N,N,N,EF-023,EF-023,0,0,0
407,TA-00408,SP-0028,6.35,0.89,24.0,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0
408,TA-00409,SP-0035,9.52,0.89,71.0,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0
409,TA-00410,SP-0035,6.35,0.89,20.0,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
410,TA-00411,SP-0035,15.88,1.65,147.0,10,31.75,N,N,N,N,EF-018,EF-018,0,0,0
411,TA-00412,SP-0035,15.88,1.65,103.0,8,31.75,N,N,N,N,EF-018,EF-018,0,0,0
412,TA-00413,SP-0035,12.7,1.24,52.0,2,38.1,N,N,N,N,EF-018,EF-003,0,0,0
413,TA-00414,SP-0035,15.88,1.65,159.0,10,31.8,N,N,N,N,EF-018,EF-018,0,0,0
414,TA-00415,SP-0028,63.5,1.65,160.0,5,101.6,N,Y,N,N,EF-009,EF-009,0,0,0
415,TA-00416,SP-0029,19.05,1.65,158.0,4,50.8,N,N,N,N,EF-018,EF-018,0,0,0
416,TA-00417,SP-0029,19.05,1.65,81.0,1,50.8,N,N,N,N,EF-018,EF-018,0,0,0
417,TA-00418,SP-0041,6.35,2.26,96.0,14,19.05,N,N,N,N,NONE,NONE,0,0,0
418,TA-00419,SP-0041,6.35,2.26,96.0,12,19.05,N,N,N,N,NONE,NONE,0,0,0
419,TA-00420,SP-0041,6.35,2.26,96.0,13,19.05,N,N,N,N,EF-015,EF-015,0,0,0
420,TA-00421,SP-0041,6.35,2.26,96.0,14,19.05,N,N,N,N,NONE,NONE,0,0,0
421,TA-00422,SP-0041,6.35,2.26,96.0,10,19.05,N,N,N,N,EF-015,EF-015,0,0,0
422,TA-00423,SP-0041,6.35,2.26,96.0,9,19.05,N,N,N,N,NONE,NONE,0,0,0
423,TA-00424,SP-0041,6.35,2.26,96.0,11,19.05,N,N,N,N,EF-015,EF-015,0,0,0
424,TA-00425,SP-0041,6.35,2.26,96.0,10,19.05,N,N,N,N,NONE,NONE,0,0,0
425,TA-00426,SP-0041,6.35,2.26,96.0,8,19.05,N,N,N,N,EF-015,EF-015,0,0,0
426,TA-00427,SP-0041,6.35,2.26,96.0,9,19.05,N,N,N,N,EF-015,EF-015,0,0,0
427,TA-00428,SP-0041,6.35,2.26,96.0,11,19.05,N,N,N,N,EF-015,EF-015,0,0,0
428,TA-00429,SP-0041,6.35,2.26,96.0,9,19.05,N,N,N,N,NONE,NONE,0,0,0
429,TA-00430,SP-0029,12.7,1.65,122.0,1,114.3,N,N,N,N,NONE,NONE,0,1,1
430,TA-00431,SP-0029,101.6,1.65,101.0,1,152.4,N,N,N,N,EF-003,EF-017,0,0,0
431,TA-00432,SP-0046,66.7,7.9,146.0,2,177.8,N,Y,N,N,EF-003,EF-003,0,0,0
432,TA-00433,SP-0046,66.7,7.9,146.0,2,177.8,N,Y,N,N,EF-003,EF-003,0,0,0
433,TA-00434,SP-0035,25.4,1.65,45.0,2,63.5,N,N,N,N,EF-009,EF-018,0,0,0
434,TA-00435,SP-0035,15.88,1.65,46.0,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0
435,TA-00436,SP-0035,25.4,1.65,12.0,0,0.0,N,N,N,N,EF-018,EF-018,0,0,0
436,TA-00437,SP-0029,19.05,1.65,150.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
437,TA-00438,SP-0029,19.05,1.65,157.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0
438,TA-00439,SP-0029,19.05,1.65,42.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
439,TA-00440,SP-0029,25.4,2.41,129.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
440,TA-00441,SP-0029,25.4,2.41,113.0,4,63.5,N,N,N,N,EF-003,EF-003,0,0,0
441,TA-00442,SP-0029,15.88,1.65,120.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
442,TA-00443,SP-0029,25.4,2.41,49.0,2,63.5,N,N,N,N,EF-003,EF-003,0,0,0
443,TA-00444,SP-0029,44.45,1.65,155.0,5,76.2,N,N,N,N,EF-012,EF-017,0,0,0
444,TA-00445,SP-0029,25.4,1.24,124.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0
445,TA-00446,SP-0035,15.88,1.65,89.0,4,31.75,N,N,N,N,EF-018,EF-018,0,0,0
446,TA-00447,SP-0035,15.88,1.65,81.0,2,31.75,N,N,N,N,EF-018,EF-018,0,0,0
447,TA-00448,SP-0035,15.88,1.65,85.0,4,31.75,N,N,N,N,EF-018,EF-018,0,0,0
448,TA-00449,SP-0035,15.88,1.65,49.0,0,0.0,N,N,N,N,EF-018,EF-018,0,0,0
449,TA-00450,SP-0028,25.4,1.65,77.0,4,50.8,N,N,N,N,EF-009,EF-009,0,0,0
450,TA-00451,SP-0028,25.4,1.65,76.0,4,50.8,N,N,N,N,EF-009,EF-009,0,0,0
451,TA-00452,SP-0035,15.88,1.65,91.0,4,31.75,N,N,N,N,EF-018,EF-018,0,0,0
452,TA-00453,SP-0019,6.35,0.71,58.0,3,19.05,N,N,N,N,EF-008,EF-008,0,0,0
453,TA-00454,SP-0028,76.2,1.65,82.0,1,76.2,Y,Y,N,N,EF-017,EF-017,1,0,0
454,TA-00455,SP-0029,25.4,1.65,102.0,6,50.8,Y,Y,N,N,EF-012,EF-017,0,0,0
455,TA-00456,SP-0029,44.45,1.65,37.0,1,101.6,N,N,N,N,EF-012,EF-017,0,0,0
456,TA-00457,SP-0029,57.15,1.65,106.0,3,127.0,N,N,N,N,EF-012,EF-017,0,0,0
457,TA-00458,SP-0029,25.4,1.65,27.0,1,63.5,N,N,N,N,EF-003,EF-017,0,0,0
458,TA-00459,SP-0029,25.4,1.65,48.0,1,63.5,N,N,N,N,EF-003,EF-017,0,0,0
459,TA-00460,SP-0029,25.4,1.65,30.0,1,63.5,N,N,N,N,EF-017,EF-003,0,0,0
460,TA-00461,SP-0029,25.4,1.65,40.0,2,63.5,N,N,N,N,EF-017,EF-003,0,0,0
461,TA-00462,SP-0029,25.4,1.65,52.0,2,63.5,N,Y,N,N,EF-017,EF-017,0,0,0
462,TA-00463,SP-0029,25.4,1.65,190.0,6,63.5,N,N,N,N,EF-017,EF-017,0,0,0
463,TA-00464,SP-0029,25.4,1.65,218.0,7,63.5,N,N,N,N,EF-017,EF-017,0,0,0
464,TA-00465,SP-0035,63.5,1.65,134.0,5,88.9,N,Y,N,N,EF-009,EF-009,0,0,0
465,TA-00466,SP-0035,63.5,1.65,142.0,5,88.9,N,N,N,N,EF-009,EF-009,0,0,0
466,TA-00467,SP-0035,9.52,1.24,42.0,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
467,TA-00468,SP-0035,9.52,1.24,33.0,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0
468,TA-00469,SP-0028,50.8,1.65,130.0,4,152.4,N,N,Y,Y,NONE,NONE,0,0,0
469,TA-00470,SP-0028,6.35,0.89,135.0,8,19.05,N,N,N,N,EF-003,EF-003,0,0,0
470,TA-00471,SP-0029,9.52,0.89,54.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
471,TA-00472,SP-0029,9.52,0.89,29.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0
472,TA-00473,SP-0028,57.15,1.65,52.0,1,127.0,N,N,N,N,EF-017,EF-017,1,0,0
473,TA-00474,SP-0028,6.35,0.89,94.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0
474,TA-00475,SP-0028,6.35,0.89,269.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0
475,TA-00476,SP-0029,25.4,1.65,107.0,6,50.8,N,N,N,N,EF-012,EF-017,0,0,0
476,TA-00477,SP-0029,57.15,1.65,32.0,1,127.0,Y,Y,N,Y,EF-012,EF-017,0,0,0
477,TA-00478,SP-0029,25.4,2.41,106.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0
478,TA-00479,SP-0029,12.7,1.24,16.0,1,25.4,N,N,N,N,EF-003,EF-003,0,0,0
479,TA-00480,SP-0029,12.7,1.24,76.0,1,38.1,N,N,N,N,EF-003,EF-003,0,0,0
480,TA-00481,SP-0029,19.05,2.11,50.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0
481,TA-00482,SP-0035,6.35,0.89,40.0,3,19.05,N,N,N,N,EF-003,EF-017,0,0,0
482,TA-00483,SP-0035,6.35,0.89,34.0,3,19.05,N,N,N,N,EF-003,EF-017,0,0,0
483,TA-00484,SP-0028,25.4,1.65,20.0,2,38.1,N,Y,N,Y,EF-003,EF-009,0,0,0
484,TA-00485,SP-0028,12.7,0.89,39.0,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0
485,TA-00486,SP-0028,63.5,1.65,236.0,4,101.6,N,N,N,N,EF-009,EF-009,0,0,0
486,TA-00487,SP-0035,15.88,1.65,137.0,10,31.75,N,N,N,N,EF-018,EF-018,0,0,0
487,TA-00488,SP-0029,15.88,1.65,142.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0
488,TA-00489,SP-0029,15.88,1.65,104.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0
489,TA-00490,SP-0029,15.88,1.65,152.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0
490,TA-00491,SP-0029,15.88,1.65,139.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0
491,TA-00492,SP-0029,15.88,1.65,221.0,10,38.1,N,N,N,N,EF-003,EF-003,0,0,0
492,TA-00493,SP-0029,15.88,1.65,185.0,9,38.1,N,N,N,N,EF-003,EF-003,0,0,0
493,TA-00494,SP-0029,15.88,1.65,214.0,10,38.1,N,N,N,N,EF-003,EF-003,0,0,0
